#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated from Parthenelope fitting function Dec 2014. Errors are guesstimates. 
#neutron lifetime of 880.3 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err D/H
 
     0.02250      6.16165      7.00000      0.29185      0.29333      0.00030    4.874e-05     6.00e-07
     0.02275      6.23011      7.00000      0.29195      0.29343      0.00030    4.789e-05     6.00e-07
     0.02300      6.29858      7.00000      0.29206      0.29354      0.00030    4.707e-05     6.00e-07
     0.02325      6.36705      7.00000      0.29216      0.29364      0.00030    4.627e-05     6.00e-07
     0.02350      6.43552      7.00000      0.29226      0.29374      0.00030    4.550e-05     6.00e-07
     0.02375      6.50398      7.00000      0.29235      0.29383      0.00030    4.476e-05     6.00e-07
     0.02400      6.57245      7.00000      0.29245      0.29393      0.00030    4.404e-05     6.00e-07
     0.02500      6.84632      7.00000      0.29282      0.29430      0.00030    4.136e-05     6.00e-07
     0.02600      7.12019      7.00000      0.29317      0.29465      0.00030    3.897e-05     6.00e-07
     0.02700      7.39406      7.00000      0.29349      0.29497      0.00030    3.681e-05     6.00e-07
     0.02800      7.66793      7.00000      0.29379      0.29527      0.00030    3.480e-05     6.00e-07
     0.02900      7.94180      7.00000      0.29406      0.29555      0.00030    3.287e-05     6.00e-07
     0.03000      8.21567      7.00000      0.29432      0.29581      0.00030    3.097e-05     6.00e-07
     0.03100      8.48954      7.00000      0.29455      0.29604      0.00030    2.903e-05     6.00e-07
     0.03200      8.76341      7.00000      0.29475      0.29624      0.00030    2.697e-05     6.00e-07
     0.03300      9.03728      7.00000      0.29494      0.29643      0.00030    2.474e-05     6.00e-07
     0.03400      9.31115      7.00000      0.29510      0.29659      0.00030    2.225e-05     6.00e-07
     0.03500      9.58502      7.00000      0.29523      0.29672      0.00030    1.946e-05     6.00e-07
     0.03600      9.85888      7.00000      0.29535      0.29684      0.00030    1.629e-05     6.00e-07
     0.03700     10.13275      7.00000      0.29544      0.29693      0.00030    1.267e-05     6.00e-07
     0.03800     10.40661      7.00000      0.29550      0.29700      0.00030    8.546e-06     6.00e-07
     0.03900     10.68047      7.00000      0.29555      0.29704      0.00030    3.838e-06     6.00e-07
     0.04000     10.95433      7.00000      0.29557      0.29706      0.00030   -1.514e-06     6.00e-07
